Unnamed: 0,Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4
3114,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
3115,Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
3116,Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
3117,Allergy, continuous_sneezing, shivering, chills, watering_from_eyes
3118,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting
3120,Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition
3124,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
3127,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
3128,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
3131,Malaria, chills, vomiting, high_fever, sweating
3132,Chicken pox,itching, skin_rash, fatigue, lethargy
3133,Dengue, skin_rash, chills, joint_pain, vomiting
3141,Tuberculosis, chills, vomiting, fatigue, weight_loss
3143,Pneumonia, chills, fatigue, cough, high_fever
3149,Hypoglycemia, vomiting, fatigue, anxiety, sweating
3153,Acne, skin_rash, pus_filled_pimples, blackheads, scurring
3154,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
3155,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
3156,Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
3157,Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
3158,Allergy, continuous_sneezing, shivering, chills, watering_from_eyes
3159,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting
3161,Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition
3165,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
3168,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
3169,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
3172,Malaria, chills, vomiting, high_fever, sweating
3173,Chicken pox,itching, skin_rash, fatigue, lethargy
3174,Dengue, skin_rash, chills, joint_pain, vomiting
3182,Tuberculosis, chills, vomiting, fatigue, weight_loss
3184,Pneumonia, chills, fatigue, cough, high_fever
3190,Hypoglycemia, vomiting, fatigue, anxiety, sweating
3194,Acne, skin_rash, pus_filled_pimples, blackheads, scurring
3195,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
3196,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
3197,Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
3198,Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
3199,Allergy, continuous_sneezing, shivering, chills, watering_from_eyes
3200,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting
3202,Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition
3206,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
3209,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
3210,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
3213,Malaria, chills, vomiting, high_fever, sweating
3214,Chicken pox,itching, skin_rash, fatigue, lethargy
3215,Dengue, skin_rash, chills, joint_pain, vomiting
3223,Tuberculosis, chills, vomiting, fatigue, weight_loss
3225,Pneumonia, chills, fatigue, cough, high_fever
3231,Hypoglycemia, vomiting, fatigue, anxiety, sweating
3235,Acne, skin_rash, pus_filled_pimples, blackheads, scurring
3236,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
3237,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
3238,Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
3239,Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
3240,Allergy, continuous_sneezing, shivering, chills, watering_from_eyes
3241,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting
3243,Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition
3247,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
3250,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
3251,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
3254,Malaria, chills, vomiting, high_fever, sweating
3255,Chicken pox,itching, skin_rash, fatigue, lethargy
3256,Dengue, skin_rash, chills, joint_pain, vomiting
3264,Tuberculosis, chills, vomiting, fatigue, weight_loss
3266,Pneumonia, chills, fatigue, cough, high_fever
3272,Hypoglycemia, vomiting, fatigue, anxiety, sweating
3276,Acne, skin_rash, pus_filled_pimples, blackheads, scurring
3277,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
3278,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
3279,Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
3280,Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
3281,Allergy, continuous_sneezing, shivering, chills, watering_from_eyes
3282,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting
3284,Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition
3288,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
3291,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
3292,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
3295,Malaria, chills, vomiting, high_fever, sweating
3296,Chicken pox,itching, skin_rash, fatigue, lethargy
3297,Dengue, skin_rash, chills, joint_pain, vomiting
3305,Tuberculosis, chills, vomiting, fatigue, weight_loss
3307,Pneumonia, chills, fatigue, cough, high_fever
3313,Hypoglycemia, vomiting, fatigue, anxiety, sweating
3317,Acne, skin_rash, pus_filled_pimples, blackheads, scurring
3318,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
3319,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
3320,Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
3321,Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
3322,Allergy, continuous_sneezing, shivering, chills, watering_from_eyes
3323,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting
3325,Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition
3329,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
3332,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
3333,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
3336,Malaria, chills, vomiting, high_fever, sweating
3337,Chicken pox,itching, skin_rash, fatigue, lethargy
3338,Dengue, skin_rash, chills, joint_pain, vomiting
3346,Tuberculosis, chills, vomiting, fatigue, weight_loss
3348,Pneumonia, chills, fatigue, cough, high_fever
3354,Hypoglycemia, vomiting, fatigue, anxiety, sweating
3358,Acne, skin_rash, pus_filled_pimples, blackheads, scurring
3359,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
3360,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
3361,Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
3362,Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
3363,Allergy, continuous_sneezing, shivering, chills, watering_from_eyes
3364,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting
3366,Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition
3370,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
3373,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
3374,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
3377,Malaria, chills, vomiting, high_fever, sweating
3378,Chicken pox,itching, skin_rash, fatigue, lethargy
3379,Dengue, skin_rash, chills, joint_pain, vomiting
3387,Tuberculosis, chills, vomiting, fatigue, weight_loss
3389,Pneumonia, chills, fatigue, cough, high_fever
3395,Hypoglycemia, vomiting, fatigue, anxiety, sweating
3399,Acne, skin_rash, pus_filled_pimples, blackheads, scurring
3400,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
3401,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
3402,Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
3403,Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
3404,Allergy, continuous_sneezing, shivering, chills, watering_from_eyes
3405,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting
3407,Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition
3411,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
3414,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
3415,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
3418,Malaria, chills, vomiting, high_fever, sweating
3419,Chicken pox,itching, skin_rash, fatigue, lethargy
3420,Dengue, skin_rash, chills, joint_pain, vomiting
3428,Tuberculosis, chills, vomiting, fatigue, weight_loss
3430,Pneumonia, chills, fatigue, cough, high_fever
3436,Hypoglycemia, vomiting, fatigue, anxiety, sweating
3440,Acne, skin_rash, pus_filled_pimples, blackheads, scurring
3441,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
3442,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
3443,Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
3444,Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
3445,Allergy, continuous_sneezing, shivering, chills, watering_from_eyes
3446,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting
3448,Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition
3452,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
3455,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
3456,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
3459,Malaria, chills, vomiting, high_fever, sweating
3460,Chicken pox,itching, skin_rash, fatigue, lethargy
3461,Dengue, skin_rash, chills, joint_pain, vomiting
3469,Tuberculosis, chills, vomiting, fatigue, weight_loss
3471,Pneumonia, chills, fatigue, cough, high_fever
3477,Hypoglycemia, vomiting, fatigue, anxiety, sweating
3481,Acne, skin_rash, pus_filled_pimples, blackheads, scurring
3482,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
3483,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
3484,Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
3485,Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
3486,Allergy, continuous_sneezing, shivering, chills, watering_from_eyes
3487,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting
3489,Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition
3493,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
3496,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
3497,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
3500,Malaria, chills, vomiting, high_fever, sweating
3501,Chicken pox,itching, skin_rash, fatigue, lethargy
3502,Dengue, skin_rash, chills, joint_pain, vomiting
3510,Tuberculosis, chills, vomiting, fatigue, weight_loss
3512,Pneumonia, chills, fatigue, cough, high_fever
3518,Hypoglycemia, vomiting, fatigue, anxiety, sweating
3522,Acne, skin_rash, pus_filled_pimples, blackheads, scurring
3523,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
3524,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
3525,Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
3526,Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
3527,Allergy, continuous_sneezing, shivering, chills, watering_from_eyes
3528,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting
3530,Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition
3534,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
3537,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
3538,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
3541,Malaria, chills, vomiting, high_fever, sweating
3542,Chicken pox,itching, skin_rash, fatigue, lethargy
3543,Dengue, skin_rash, chills, joint_pain, vomiting
3551,Tuberculosis, chills, vomiting, fatigue, weight_loss
3553,Pneumonia, chills, fatigue, cough, high_fever
3559,Hypoglycemia, vomiting, fatigue, anxiety, sweating
3563,Acne, skin_rash, pus_filled_pimples, blackheads, scurring
3564,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
3565,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
3566,Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
3567,Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
3568,Allergy, continuous_sneezing, shivering, chills, watering_from_eyes
3569,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting
3571,Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition
3575,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
3578,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
3579,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
3582,Malaria, chills, vomiting, high_fever, sweating
3583,Chicken pox,itching, skin_rash, fatigue, lethargy
3584,Dengue, skin_rash, chills, joint_pain, vomiting
3592,Tuberculosis, chills, vomiting, fatigue, weight_loss
3594,Pneumonia, chills, fatigue, cough, high_fever
3600,Hypoglycemia, vomiting, fatigue, anxiety, sweating
3604,Acne, skin_rash, pus_filled_pimples, blackheads, scurring
3605,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
3606,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
3607,Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
3608,Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
3609,Allergy, continuous_sneezing, shivering, chills, watering_from_eyes
3610,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting
3612,Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition
3616,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
3619,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
3620,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
3623,Malaria, chills, vomiting, high_fever, sweating
3624,Chicken pox,itching, skin_rash, fatigue, lethargy
3625,Dengue, skin_rash, chills, joint_pain, vomiting
3633,Tuberculosis, chills, vomiting, fatigue, weight_loss
3635,Pneumonia, chills, fatigue, cough, high_fever
3641,Hypoglycemia, vomiting, fatigue, anxiety, sweating
3645,Acne, skin_rash, pus_filled_pimples, blackheads, scurring
3646,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
3647,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
3648,Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
3649,Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
3650,Allergy, continuous_sneezing, shivering, chills, watering_from_eyes
3651,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting
3653,Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition
3657,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
3660,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
3661,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
3664,Malaria, chills, vomiting, high_fever, sweating
3665,Chicken pox,itching, skin_rash, fatigue, lethargy
3666,Dengue, skin_rash, chills, joint_pain, vomiting
3674,Tuberculosis, chills, vomiting, fatigue, weight_loss
3676,Pneumonia, chills, fatigue, cough, high_fever
3682,Hypoglycemia, vomiting, fatigue, anxiety, sweating
3686,Acne, skin_rash, pus_filled_pimples, blackheads, scurring
3687,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
3688,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
3689,Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
3690,Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
3691,Allergy, continuous_sneezing, shivering, chills, watering_from_eyes
3692,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting
3694,Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition
3698,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
3701,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
3702,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
3705,Malaria, chills, vomiting, high_fever, sweating
3706,Chicken pox,itching, skin_rash, fatigue, lethargy
3707,Dengue, skin_rash, chills, joint_pain, vomiting
3715,Tuberculosis, chills, vomiting, fatigue, weight_loss
3717,Pneumonia, chills, fatigue, cough, high_fever
3723,Hypoglycemia, vomiting, fatigue, anxiety, sweating
3727,Acne, skin_rash, pus_filled_pimples, blackheads, scurring
3728,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
3729,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
3730,Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
3731,Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
3732,Allergy, continuous_sneezing, shivering, chills, watering_from_eyes
3733,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting
3735,Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition
3739,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
3742,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
3743,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
3746,Malaria, chills, vomiting, high_fever, sweating
3747,Chicken pox,itching, skin_rash, fatigue, lethargy
3748,Dengue, skin_rash, chills, joint_pain, vomiting
3756,Tuberculosis, chills, vomiting, fatigue, weight_loss
3758,Pneumonia, chills, fatigue, cough, high_fever
3764,Hypoglycemia, vomiting, fatigue, anxiety, sweating
3768,Acne, skin_rash, pus_filled_pimples, blackheads, scurring
3769,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
3770,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
3771,Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
3772,Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
3773,Allergy, continuous_sneezing, shivering, chills, watering_from_eyes
3774,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting
3776,Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition
3780,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
3783,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
3784,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
3787,Malaria, chills, vomiting, high_fever, sweating
3788,Chicken pox,itching, skin_rash, fatigue, lethargy
3789,Dengue, skin_rash, chills, joint_pain, vomiting
3797,Tuberculosis, chills, vomiting, fatigue, weight_loss
3799,Pneumonia, chills, fatigue, cough, high_fever
3805,Hypoglycemia, vomiting, fatigue, anxiety, sweating
3809,Acne, skin_rash, pus_filled_pimples, blackheads, scurring
3810,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
3811,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
3812,Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
3813,Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
3814,Allergy, continuous_sneezing, shivering, chills, watering_from_eyes
3815,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting
3817,Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition
3821,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
3824,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
3825,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
3828,Malaria, chills, vomiting, high_fever, sweating
3829,Chicken pox,itching, skin_rash, fatigue, lethargy
3830,Dengue, skin_rash, chills, joint_pain, vomiting
3838,Tuberculosis, chills, vomiting, fatigue, weight_loss
3840,Pneumonia, chills, fatigue, cough, high_fever
3846,Hypoglycemia, vomiting, fatigue, anxiety, sweating
3850,Acne, skin_rash, pus_filled_pimples, blackheads, scurring
3851,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
3852,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
3853,Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
3854,Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
3855,Allergy, continuous_sneezing, shivering, chills, watering_from_eyes
3856,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting
3858,Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition
3862,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
3865,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
3866,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
3869,Malaria, chills, vomiting, high_fever, sweating
3870,Chicken pox,itching, skin_rash, fatigue, lethargy
3871,Dengue, skin_rash, chills, joint_pain, vomiting
3879,Tuberculosis, chills, vomiting, fatigue, weight_loss
3881,Pneumonia, chills, fatigue, cough, high_fever
3887,Hypoglycemia, vomiting, fatigue, anxiety, sweating
3891,Acne, skin_rash, pus_filled_pimples, blackheads, scurring
3892,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
3893,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
3894,Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
3895,Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
3896,Allergy, continuous_sneezing, shivering, chills, watering_from_eyes
3897,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting
3899,Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition
3903,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
3906,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
3907,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
3910,Malaria, chills, vomiting, high_fever, sweating
3911,Chicken pox,itching, skin_rash, fatigue, lethargy
3912,Dengue, skin_rash, chills, joint_pain, vomiting
3920,Tuberculosis, chills, vomiting, fatigue, weight_loss
3922,Pneumonia, chills, fatigue, cough, high_fever
3928,Hypoglycemia, vomiting, fatigue, anxiety, sweating
3932,Acne, skin_rash, pus_filled_pimples, blackheads, scurring
3933,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
3934,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
3935,Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
3936,Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
3937,Allergy, continuous_sneezing, shivering, chills, watering_from_eyes
3938,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting
3940,Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition
3944,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
3947,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
3948,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
3951,Malaria, chills, vomiting, high_fever, sweating
3952,Chicken pox,itching, skin_rash, fatigue, lethargy
3953,Dengue, skin_rash, chills, joint_pain, vomiting
3961,Tuberculosis, chills, vomiting, fatigue, weight_loss
3963,Pneumonia, chills, fatigue, cough, high_fever
3969,Hypoglycemia, vomiting, fatigue, anxiety, sweating
3973,Acne, skin_rash, pus_filled_pimples, blackheads, scurring
3974,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
3975,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
3976,Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
3977,Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
3978,Allergy, continuous_sneezing, shivering, chills, watering_from_eyes
3979,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting
3981,Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition
3985,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
3988,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
3989,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
3992,Malaria, chills, vomiting, high_fever, sweating
3993,Chicken pox,itching, skin_rash, fatigue, lethargy
3994,Dengue, skin_rash, chills, joint_pain, vomiting
4002,Tuberculosis, chills, vomiting, fatigue, weight_loss
4004,Pneumonia, chills, fatigue, cough, high_fever
4010,Hypoglycemia, vomiting, fatigue, anxiety, sweating
4014,Acne, skin_rash, pus_filled_pimples, blackheads, scurring
4015,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
4016,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
4017,Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
4018,Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
4019,Allergy, continuous_sneezing, shivering, chills, watering_from_eyes
4020,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting
4022,Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition
4026,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
4029,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
4030,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
4033,Malaria, chills, vomiting, high_fever, sweating
4034,Chicken pox,itching, skin_rash, fatigue, lethargy
4035,Dengue, skin_rash, chills, joint_pain, vomiting
4043,Tuberculosis, chills, vomiting, fatigue, weight_loss
4045,Pneumonia, chills, fatigue, cough, high_fever
4051,Hypoglycemia, vomiting, fatigue, anxiety, sweating
4055,Acne, skin_rash, pus_filled_pimples, blackheads, scurring
4056,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
4057,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
4058,Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
4059,Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
4060,Allergy, continuous_sneezing, shivering, chills, watering_from_eyes
4061,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting
4063,Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition
4067,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
4070,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
4071,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
4074,Malaria, chills, vomiting, high_fever, sweating
4075,Chicken pox,itching, skin_rash, fatigue, lethargy
4076,Dengue, skin_rash, chills, joint_pain, vomiting
4084,Tuberculosis, chills, vomiting, fatigue, weight_loss
4086,Pneumonia, chills, fatigue, cough, high_fever
4092,Hypoglycemia, vomiting, fatigue, anxiety, sweating
4096,Acne, skin_rash, pus_filled_pimples, blackheads, scurring
4097,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
4098,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
4099,Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
4100,Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
4101,Allergy, continuous_sneezing, shivering, chills, watering_from_eyes
4102,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting
4104,Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition
4108,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
